#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_012138664.1       -           1484 msaprobs_alignment_4742434 -            652    8e-270  906.2   0.8   1   2  6.8e-225  4.2e-221  745.2   0.7    10   557   223   898   215   900 0.98 PREDICTED: uncharacterized protein LOC100880935 isoform X7 [Megachile rotundata]
XP_012138664.1       -           1484 msaprobs_alignment_4742434 -            652    8e-270  906.2   0.8   2   2   1.3e-47   8.1e-44  159.5   0.0   468   640   898  1335   894  1414 0.91 PREDICTED: uncharacterized protein LOC100880935 isoform X7 [Megachile rotundata]
XP_012138656.1       -           1662 msaprobs_alignment_4742434 -            652    3e-269  904.3   2.5   1   2  9.4e-225  5.8e-221  744.8   1.3    10   557   401  1076   281  1078 0.96 PREDICTED: uncharacterized protein LOC100880935 isoform X1 [Megachile rotundata]
XP_012138656.1       -           1662 msaprobs_alignment_4742434 -            652    3e-269  904.3   2.5   2   2   2.5e-47   1.5e-43  158.5   0.0   469   640  1077  1512  1076  1592 0.91 PREDICTED: uncharacterized protein LOC100880935 isoform X1 [Megachile rotundata]
XP_012138657.1       -           1662 msaprobs_alignment_4742434 -            652    3e-269  904.3   2.5   1   2  9.4e-225  5.8e-221  744.8   1.3    10   557   401  1076   281  1078 0.96 PREDICTED: uncharacterized protein LOC100880935 isoform X1 [Megachile rotundata]
XP_012138657.1       -           1662 msaprobs_alignment_4742434 -            652    3e-269  904.3   2.5   2   2   2.5e-47   1.5e-43  158.5   0.0   469   640  1077  1512  1076  1592 0.91 PREDICTED: uncharacterized protein LOC100880935 isoform X1 [Megachile rotundata]
XP_012138659.1       -           1656 msaprobs_alignment_4742434 -            652  3.9e-269  903.9   2.9   1   2  7.2e-225  4.5e-221  745.1   0.3    10   557   401  1076   397  1078 0.98 PREDICTED: uncharacterized protein LOC100880935 isoform X3 [Megachile rotundata]
XP_012138659.1       -           1656 msaprobs_alignment_4742434 -            652  3.9e-269  903.9   2.9   2   2   2.6e-47   1.6e-43  158.5   0.0   469   640  1077  1487  1073  1539 0.92 PREDICTED: uncharacterized protein LOC100880935 isoform X3 [Megachile rotundata]
XP_012138658.1       -           1662 msaprobs_alignment_4742434 -            652  1.4e-268  902.1   2.6   1   2  7.2e-225  4.5e-221  745.1   0.4    10   557   401  1076   395  1078 0.98 PREDICTED: uncharacterized protein LOC100880935 isoform X2 [Megachile rotundata]
XP_012138658.1       -           1662 msaprobs_alignment_4742434 -            652  1.4e-268  902.1   2.6   2   2   4.6e-47   2.9e-43  157.7   0.0   468   640  1076  1512  1071  1592 0.91 PREDICTED: uncharacterized protein LOC100880935 isoform X2 [Megachile rotundata]
