XP_049270093.1	2170	msaprobs_alignment_4742434	0	369	1236 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1	2170	msaprobs_alignment_4742434	0	1377	2044 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2	2324	msaprobs_alignment_4742434	0	45	875 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	msaprobs_alignment_4742434	0	1214	2278 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_043656733.1	1614	msaprobs_alignment_4742434	3.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_043656735.1	1614	msaprobs_alignment_4742434	3.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_015032822.1	1617	msaprobs_alignment_4742434	3.8e-259	415	1400 chitin synthase chs-2 isoform X1 [Drosophila willistoni]
XP_039495856.1	1614	msaprobs_alignment_4742434	4.4e-259	410	1394 chitin synthase chs-2 isoform X2 [Drosophila santomea]
XP_016962460.1	1611	msaprobs_alignment_4742434	5.1e-259	410	1390 chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_016962461.1	1611	msaprobs_alignment_4742434	5.1e-259	410	1390 chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_050745240.1	1611	msaprobs_alignment_4742434	5.1e-259	410	1390 chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_033162000.1	1614	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X3 [Drosophila mauritiana]
XP_032576208.1	1614	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X3 [Drosophila sechellia]
XP_033161995.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161996.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161997.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161998.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_032576205.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila sechellia]
XP_032576206.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila sechellia]
NP_524233.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 krotzkopf verkehrt  isoform A [Drosophila melanogaster]
NP_996152.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 krotzkopf verkehrt  isoform C [Drosophila melanogaster]
XP_016033301.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila simulans]
XP_016033303.1	1615	msaprobs_alignment_4742434	6.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila simulans]
XP_016033302.1	1614	msaprobs_alignment_4742434	6.7e-259	410	1390 chitin synthase chs-2 isoform X3 [Drosophila simulans]
XP_015047134.1	1614	msaprobs_alignment_4742434	6.9e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila yakuba]
XP_039232274.1	1614	msaprobs_alignment_4742434	6.9e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila yakuba]
XP_036674875.1	1611	msaprobs_alignment_4742434	9.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_036674876.1	1611	msaprobs_alignment_4742434	9.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_014766586.1	1613	msaprobs_alignment_4742434	1e-258	410	1390 chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_014766587.1	1613	msaprobs_alignment_4742434	1e-258	410	1390 chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_032305796.1	1613	msaprobs_alignment_4742434	1e-258	410	1390 chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_037728934.1	1611	msaprobs_alignment_4742434	1.1e-258	410	1391 chitin synthase chs-2 isoform X1 [Drosophila subpulchrella]
XP_002096048.2	1614	msaprobs_alignment_4742434	2.7e-258	410	1392 chitin synthase chs-2 isoform X2 [Drosophila yakuba]
XP_017142971.1	1613	msaprobs_alignment_4742434	2.8e-258	412	1406 chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_017142972.1	1613	msaprobs_alignment_4742434	2.8e-258	412	1406 chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_017142974.1	1613	msaprobs_alignment_4742434	2.8e-258	412	1406 chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_016962462.1	1611	msaprobs_alignment_4742434	3.1e-258	410	1391 chitin synthase chs-2 isoform X2 [Drosophila biarmipes]
XP_039495857.1	1614	msaprobs_alignment_4742434	3.1e-258	410	1395 chitin synthase chs-2 isoform X1 [Drosophila santomea]
XP_033161999.1	1615	msaprobs_alignment_4742434	3.1e-258	410	1391 chitin synthase chs-2 isoform X2 [Drosophila mauritiana]
XP_032576207.1	1615	msaprobs_alignment_4742434	3.1e-258	410	1391 chitin synthase chs-2 isoform X2 [Drosophila sechellia]
NP_730928.2	1615	msaprobs_alignment_4742434	3.1e-258	410	1391 krotzkopf verkehrt  isoform D [Drosophila melanogaster]
XP_016033300.1	1615	msaprobs_alignment_4742434	3.1e-258	410	1391 chitin synthase chs-2 isoform X2 [Drosophila simulans]
XP_033162002.1	1614	msaprobs_alignment_4742434	3.2e-258	410	1391 chitin synthase chs-2 isoform X4 [Drosophila mauritiana]
XP_032576209.1	1614	msaprobs_alignment_4742434	3.2e-258	410	1391 chitin synthase chs-2 isoform X4 [Drosophila sechellia]
XP_003736740.2	1613	msaprobs_alignment_4742434	3.2e-258	412	1392 chitin synthase chs-2 isoform X1 [Drosophila pseudoobscura]
XP_015037826.2	1613	msaprobs_alignment_4742434	3.2e-258	412	1392 chitin synthase chs-2 isoform X1 [Drosophila pseudoobscura]
XP_015037827.2	1613	msaprobs_alignment_4742434	3.2e-258	412	1392 chitin synthase chs-2 isoform X1 [Drosophila pseudoobscura]
XP_043656734.1	1614	msaprobs_alignment_4742434	3.4e-258	410	1395 chitin synthase chs-2 isoform X2 [Drosophila teissieri]
XP_016931842.2	1611	msaprobs_alignment_4742434	3.9e-258	410	1391 chitin synthase chs-2 isoform X2 [Drosophila suzukii]
XP_046869585.1	1676	msaprobs_alignment_4742434	4.2e-258	415	1317 chitin synthase chs-2 isoform X3 [Drosophila willistoni]
XP_046869585.1	1676	msaprobs_alignment_4742434	4.2e-258	1331	1474 chitin synthase chs-2 isoform X3 [Drosophila willistoni]
XP_037728935.1	1611	msaprobs_alignment_4742434	4.2e-258	410	1391 chitin synthase chs-2 isoform X2 [Drosophila subpulchrella]
XP_039151484.1	1614	msaprobs_alignment_4742434	4.5e-258	410	1391 chitin synthase chs-2 isoform X4 [Drosophila simulans]
XP_034664926.1	1615	msaprobs_alignment_4742434	4.9e-258	414	1414 chitin synthase chs-2 isoform X1 [Drosophila subobscura]
XP_034484832.1	1600	msaprobs_alignment_4742434	6.8e-258	403	1399 chitin synthase chs-2 [Drosophila innubila]
XP_017847430.1	1604	msaprobs_alignment_4742434	7.4e-258	404	1399 chitin synthase chs-2 isoform X1 [Drosophila busckii]
XP_017847431.1	1604	msaprobs_alignment_4742434	7.4e-258	404	1399 chitin synthase chs-2 isoform X1 [Drosophila busckii]
XP_034116463.2	1599	msaprobs_alignment_4742434	1.2e-257	403	1383 LOW QUALITY PROTEIN: chitin synthase chs-2 [Drosophila albomicans]
XP_017847432.1	1604	msaprobs_alignment_4742434	9.5e-257	404	1391 chitin synthase chs-2 isoform X2 [Drosophila busckii]
XP_002070065.2	1617	msaprobs_alignment_4742434	2.4e-256	415	1415 chitin synthase chs-2 isoform X2 [Drosophila willistoni]
XP_037728936.1	1552	msaprobs_alignment_4742434	2.6e-256	410	1351 chitin synthase chs-2 isoform X3 [Drosophila subpulchrella]
XP_044570061.1	1613	msaprobs_alignment_4742434	2.6e-256	410	1410 chitin synthase chs-2 isoform X2 [Drosophila ananassae]
XP_033244515.1	1613	msaprobs_alignment_4742434	9.4e-256	412	1412 chitin synthase chs-2 isoform X2 [Drosophila miranda]
XP_001359390.4	1613	msaprobs_alignment_4742434	1.2e-255	412	1412 chitin synthase chs-2 isoform X2 [Drosophila pseudoobscura]
XP_034664927.1	1615	msaprobs_alignment_4742434	1.7e-255	414	1414 chitin synthase chs-2 isoform X2 [Drosophila subobscura]
XP_052836615.1	1630	msaprobs_alignment_4742434	1.3e-254	410	1409 LOW QUALITY PROTEIN: chitin synthase chs-2 [Drosophila gunungcola]
XP_033234120.1	1554	msaprobs_alignment_4742434	5e-254	412	1353 chitin synthase chs-2 isoform X3 [Drosophila pseudoobscura]
XP_037945234.1	1592	msaprobs_alignment_4742434	4.8e-253	399	1379 chitin synthase chs-2 isoform X1 [Teleopsis dalmanni]
XP_037945235.1	1592	msaprobs_alignment_4742434	4.8e-253	399	1379 chitin synthase chs-2 isoform X1 [Teleopsis dalmanni]
XP_046803682.1	1592	msaprobs_alignment_4742434	1.1e-252	399	1393 chitin synthase chs-2 isoform X2 [Lucilia cuprina]
XP_037945236.1	1592	msaprobs_alignment_4742434	2.5e-252	399	1373 chitin synthase chs-2 isoform X2 [Teleopsis dalmanni]
XP_052866316.1	1579	msaprobs_alignment_4742434	9.7e-252	399	1388 chitin synthase chs-2 [Anopheles cruzii]
XP_050341794.1	1592	msaprobs_alignment_4742434	1e-251	400	1373 chitin synthase chs-2 [Bactrocera neohumeralis]
XP_040158698.1	1578	msaprobs_alignment_4742434	1.1e-251	399	1394 chitin synthase chs-2 isoform X1 [Anopheles arabiensis]
XP_039958108.1	1592	msaprobs_alignment_4742434	1.1e-251	400	1373 chitin synthase chs-2 isoform X1 [Bactrocera tryoni]
NP_001291656.1	1592	msaprobs_alignment_4742434	1.2e-251	400	1381 Chitin synthase chs-2 [Bactrocera dorsalis]
XP_046803681.1	1592	msaprobs_alignment_4742434	1.3e-251	399	1395 chitin synthase chs-2 isoform X1 [Lucilia cuprina]
XP_046803683.1	1592	msaprobs_alignment_4742434	1.3e-251	399	1395 chitin synthase chs-2 isoform X3 [Lucilia cuprina]
XP_035796291.1	1578	msaprobs_alignment_4742434	1.3e-251	399	1394 chitin synthase chs-2-like isoform X3 [Anopheles albimanus]
XP_035796294.1	1578	msaprobs_alignment_4742434	1.3e-251	399	1394 chitin synthase chs-2-like isoform X3 [Anopheles albimanus]
XP_050096490.1	1578	msaprobs_alignment_4742434	1.3e-251	399	1400 chitin synthase chs-2 isoform X1 [Anopheles aquasalis]
XP_050096510.1	1578	msaprobs_alignment_4742434	1.3e-251	399	1400 chitin synthase chs-2 isoform X1 [Anopheles aquasalis]
XP_050096519.1	1578	msaprobs_alignment_4742434	1.3e-251	399	1400 chitin synthase chs-2 isoform X1 [Anopheles aquasalis]
