XP_037509155.1	2184	msaprobs_alignment_4742434	0	368	1236 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_037509155.1	2184	msaprobs_alignment_4742434	0	1391	2057 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2	2324	msaprobs_alignment_4742434	0	45	875 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	msaprobs_alignment_4742434	0	1214	2278 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_043656733.1	1614	msaprobs_alignment_4742434	2.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_043656735.1	1614	msaprobs_alignment_4742434	2.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_039495856.1	1614	msaprobs_alignment_4742434	2.8e-259	410	1394 chitin synthase chs-2 isoform X2 [Drosophila santomea]
XP_033162000.1	1614	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X3 [Drosophila mauritiana]
XP_032576208.1	1614	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X3 [Drosophila sechellia]
XP_033161995.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161996.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161997.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161998.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_032576205.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila sechellia]
XP_032576206.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila sechellia]
NP_524233.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 krotzkopf verkehrt  isoform A [Drosophila melanogaster]
NP_996152.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 krotzkopf verkehrt  isoform C [Drosophila melanogaster]
XP_016033301.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila simulans]
XP_016033303.1	1615	msaprobs_alignment_4742434	4.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila simulans]
XP_016033302.1	1614	msaprobs_alignment_4742434	4.3e-259	410	1390 chitin synthase chs-2 isoform X3 [Drosophila simulans]
XP_015047134.1	1614	msaprobs_alignment_4742434	4.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila yakuba]
XP_039232274.1	1614	msaprobs_alignment_4742434	4.5e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila yakuba]
XP_036674875.1	1611	msaprobs_alignment_4742434	6.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_036674876.1	1611	msaprobs_alignment_4742434	6.2e-259	410	1391 chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_014766586.1	1613	msaprobs_alignment_4742434	6.5e-259	410	1390 chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_014766587.1	1613	msaprobs_alignment_4742434	6.5e-259	410	1390 chitin synthase chs-2 isoform X1 [Drosophila ananassae]
