XP_049270093.1	2170	msaprobs_alignment_4742434	0	9	639	369	1236	361	1350	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1	2170	msaprobs_alignment_4742434	0	178	640	1377	2044	1350	2082	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2	2324	msaprobs_alignment_4742434	0	32	640	45	875	12	914	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	msaprobs_alignment_4742434	0	12	639	1214	2278	1205	2300	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_043656733.1	1614	msaprobs_alignment_4742434	3.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_043656735.1	1614	msaprobs_alignment_4742434	3.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_015032822.1	1617	msaprobs_alignment_4742434	3.8e-259	10	640	415	1400	412	1458	chitin synthase chs-2 isoform X1 [Drosophila willistoni]
XP_039495856.1	1614	msaprobs_alignment_4742434	4.4e-259	10	640	410	1394	406	1451	chitin synthase chs-2 isoform X2 [Drosophila santomea]
XP_016962460.1	1611	msaprobs_alignment_4742434	5.1e-259	10	640	410	1390	405	1441	chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_016962461.1	1611	msaprobs_alignment_4742434	5.1e-259	10	640	410	1390	405	1441	chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_050745240.1	1611	msaprobs_alignment_4742434	5.1e-259	10	640	410	1390	405	1441	chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_033162000.1	1614	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X3 [Drosophila mauritiana]
XP_032576208.1	1614	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X3 [Drosophila sechellia]
XP_033161995.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161996.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161997.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161998.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_032576205.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila sechellia]
XP_032576206.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila sechellia]
NP_524233.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	krotzkopf verkehrt  isoform A [Drosophila melanogaster]
NP_996152.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	krotzkopf verkehrt  isoform C [Drosophila melanogaster]
XP_016033301.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila simulans]
XP_016033303.1	1615	msaprobs_alignment_4742434	6.5e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila simulans]
XP_016033302.1	1614	msaprobs_alignment_4742434	6.7e-259	10	640	410	1390	407	1442	chitin synthase chs-2 isoform X3 [Drosophila simulans]
XP_015047134.1	1614	msaprobs_alignment_4742434	6.9e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila yakuba]
XP_039232274.1	1614	msaprobs_alignment_4742434	6.9e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila yakuba]
XP_036674875.1	1611	msaprobs_alignment_4742434	9.5e-259	10	640	410	1391	407	1443	chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_036674876.1	1611	msaprobs_alignment_4742434	9.5e-259	10	640	410	1391	407	1443	chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_014766586.1	1613	msaprobs_alignment_4742434	1e-258	10	640	410	1390	406	1442	chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_014766587.1	1613	msaprobs_alignment_4742434	1e-258	10	640	410	1390	406	1442	chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_032305796.1	1613	msaprobs_alignment_4742434	1e-258	10	640	410	1390	406	1442	chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_037728934.1	1611	msaprobs_alignment_4742434	1.1e-258	10	640	410	1391	407	1443	chitin synthase chs-2 isoform X1 [Drosophila subpulchrella]
XP_002096048.2	1614	msaprobs_alignment_4742434	2.7e-258	10	640	410	1392	405	1444	chitin synthase chs-2 isoform X2 [Drosophila yakuba]
XP_017142971.1	1613	msaprobs_alignment_4742434	2.8e-258	10	640	412	1406	408	1489	chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_017142972.1	1613	msaprobs_alignment_4742434	2.8e-258	10	640	412	1406	408	1489	chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_017142974.1	1613	msaprobs_alignment_4742434	2.8e-258	10	640	412	1406	408	1489	chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_016962462.1	1611	msaprobs_alignment_4742434	3.1e-258	10	640	410	1391	114	1443	chitin synthase chs-2 isoform X2 [Drosophila biarmipes]
XP_039495857.1	1614	msaprobs_alignment_4742434	3.1e-258	10	640	410	1395	405	1458	chitin synthase chs-2 isoform X1 [Drosophila santomea]
XP_033161999.1	1615	msaprobs_alignment_4742434	3.1e-258	10	640	410	1391	408	1443	chitin synthase chs-2 isoform X2 [Drosophila mauritiana]
XP_032576207.1	1615	msaprobs_alignment_4742434	3.1e-258	10	640	410	1391	408	1443	chitin synthase chs-2 isoform X2 [Drosophila sechellia]
