XP_023931130.1	668	Chitin_synth_2	6.3e-45	204	445	304	532	297	543	uncharacterized protein LOC106167634  partial [Lingula anatina]
XP_023931130.1	668	Chitin_synth_2	6.3e-45	204	292	563	649	557	655	uncharacterized protein LOC106167634  partial [Lingula anatina]
XP_052097276.1	395	Chitin_synth_2	3.2e-38	204	471	53	307	41	311	chitin synthase chs-2-like [Mytilus californianus]
XP_052097276.1	395	Chitin_synth_2	3.2e-38	407	491	305	388	294	394	chitin synthase chs-2-like [Mytilus californianus]
XP_048772956.1	1526	Chitin_synth_2	4.3e-35	159	451	793	1065	779	1072	chitin synthase chs-2-like isoform X4 [Ostrea edulis]
XP_048772956.1	1526	Chitin_synth_2	4.3e-35	409	519	1077	1195	1063	1199	chitin synthase chs-2-like isoform X4 [Ostrea edulis]
XP_048772955.1	1591	Chitin_synth_2	4.9e-35	159	451	858	1130	844	1137	chitin synthase chs-2-like isoform X3 [Ostrea edulis]
XP_048772955.1	1591	Chitin_synth_2	4.9e-35	409	519	1142	1260	1128	1264	chitin synthase chs-2-like isoform X3 [Ostrea edulis]
XP_048772954.1	1616	Chitin_synth_2	5.1e-35	159	452	883	1156	869	1171	chitin synthase chs-2-like isoform X2 [Ostrea edulis]
XP_048772954.1	1616	Chitin_synth_2	5.1e-35	409	519	1167	1285	1153	1289	chitin synthase chs-2-like isoform X2 [Ostrea edulis]
XP_048772953.1	1621	Chitin_synth_2	5.1e-35	159	452	888	1161	874	1176	chitin synthase chs-2-like isoform X1 [Ostrea edulis]
XP_048772953.1	1621	Chitin_synth_2	5.1e-35	409	519	1172	1290	1158	1294	chitin synthase chs-2-like isoform X1 [Ostrea edulis]
XP_052101070.1	946	Chitin_synth_2	1.2e-33	159	449	196	478	186	500	chitin synthase chs-2-like isoform X2 [Mytilus californianus]
XP_052101070.1	946	Chitin_synth_2	1.2e-33	410	499	498	591	481	612	chitin synthase chs-2-like isoform X2 [Mytilus californianus]
XP_023327123.1	1324	Chitin_synth_2	1.5e-33	201	441	734	972	696	1011	uncharacterized protein LOC111700451 [Eurytemora affinis]
XP_023327123.1	1324	Chitin_synth_2	1.5e-33	450	493	1032	1074	981	1091	uncharacterized protein LOC111700451 [Eurytemora affinis]
XP_023327124.1	1324	Chitin_synth_2	1.5e-33	201	441	734	972	696	1011	uncharacterized protein LOC111700451 [Eurytemora affinis]
XP_023327124.1	1324	Chitin_synth_2	1.5e-33	450	493	1032	1074	981	1091	uncharacterized protein LOC111700451 [Eurytemora affinis]
XP_023327125.1	1324	Chitin_synth_2	1.5e-33	201	441	734	972	696	1011	uncharacterized protein LOC111700451 [Eurytemora affinis]
XP_023327125.1	1324	Chitin_synth_2	1.5e-33	450	493	1032	1074	981	1091	uncharacterized protein LOC111700451 [Eurytemora affinis]
XP_023327126.1	1324	Chitin_synth_2	1.5e-33	201	441	734	972	696	1011	uncharacterized protein LOC111700451 [Eurytemora affinis]
XP_023327126.1	1324	Chitin_synth_2	1.5e-33	450	493	1032	1074	981	1091	uncharacterized protein LOC111700451 [Eurytemora affinis]
XP_008295146.1	723	Chitin_synth_2	1.8e-33	200	445	93	328	43	351	PREDICTED: uncharacterized protein LOC103368519 [Stegastes partitus]
XP_008295146.1	723	Chitin_synth_2	1.8e-33	403	498	341	436	327	463	PREDICTED: uncharacterized protein LOC103368519 [Stegastes partitus]
XP_013777931.1	894	Chitin_synth_2	4.9e-33	158	442	92	368	82	381	uncharacterized protein LOC106462542 [Limulus polyphemus]
XP_013777931.1	894	Chitin_synth_2	4.9e-33	407	504	382	480	365	494	uncharacterized protein LOC106462542 [Limulus polyphemus]
XP_023116761.1	1278	Chitin_synth_2	7.4e-33	160	444	610	885	565	891	chitin synthase chs-2-like [Amphiprion ocellaris]
XP_023116761.1	1278	Chitin_synth_2	7.4e-33	408	493	900	986	885	1006	chitin synthase chs-2-like [Amphiprion ocellaris]
XP_035825069.1	2243	Chitin_synth_2	3.3e-32	197	442	1382	1616	1326	1628	chitin synthase chs-2 [Aplysia californica]
XP_035825069.1	2243	Chitin_synth_2	3.3e-32	402	511	1628	1739	1617	1752	chitin synthase chs-2 [Aplysia californica]
XP_014832381.1	812	Chitin_synth_2	4.5e-32	203	426	177	388	124	414	PREDICTED: uncharacterized protein LOC106910296 [Poecilia mexicana]
XP_014832381.1	812	Chitin_synth_2	4.5e-32	406	525	421	545	403	548	PREDICTED: uncharacterized protein LOC106910296 [Poecilia mexicana]
XP_017303059.1	1196	Chitin_synth_2	5e-32	204	418	299	501	291	527	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Diaphorina citri]
XP_017303059.1	1196	Chitin_synth_2	5e-32	401	502	537	640	513	645	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Diaphorina citri]
XP_017303059.1	1196	Chitin_synth_2	5e-32	406	507	645	747	640	758	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Diaphorina citri]
XP_023270455.1	974	Chitin_synth_2	5.3e-32	200	440	330	555	231	570	uncharacterized protein LOC111661195 [Seriola lalandi dorsalis]
XP_023270455.1	974	Chitin_synth_2	5.3e-32	392	499	565	676	558	699	uncharacterized protein LOC111661195 [Seriola lalandi dorsalis]
XP_046547881.1	1175	Chitin_synth_2	1e-31	200	452	272	510	232	531	chitin synthase chs-2-like [Haliotis rubra]
XP_046547881.1	1175	Chitin_synth_2	1e-31	408	510	526	627	507	642	chitin synthase chs-2-like [Haliotis rubra]
XP_038581355.1	1278	Chitin_synth_2	1.2e-31	203	439	627	851	615	880	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Micropterus salmoides]
XP_038581355.1	1278	Chitin_synth_2	1.2e-31	406	524	871	992	856	995	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Micropterus salmoides]
XP_026327265.1	1543	Chitin_synth_2	1.3e-31	203	445	724	954	689	987	chitin synthase chs-2-like [Hyposmocoma kahamanoa]
XP_026327265.1	1543	Chitin_synth_2	1.3e-31	377	509	945	1074	939	1094	chitin synthase chs-2-like [Hyposmocoma kahamanoa]
XP_026327273.1	1543	Chitin_synth_2	1.3e-31	203	445	724	954	689	987	chitin synthase chs-2-like [Hyposmocoma kahamanoa]
XP_026327273.1	1543	Chitin_synth_2	1.3e-31	377	509	945	1074	939	1094	chitin synthase chs-2-like [Hyposmocoma kahamanoa]
XP_016533008.1	393	Chitin_synth_2	2.1e-31	203	444	28	259	19	267	PREDICTED: chitin synthase 8-like [Poecilia formosa]
