#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_037509155.1       -           2184 msaprobs_alignment_4742434 -            652         0 1138.7   9.3   1   2  3.6e-189  2.2e-185  627.2   0.3     8   639   368  1236   260  1355 0.88 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_037509155.1       -           2184 msaprobs_alignment_4742434 -            652         0 1138.7   9.3   2   2  6.1e-156  3.7e-152  517.4   0.1   179   640  1391  2057  1372  2168 0.92 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2       -           2324 msaprobs_alignment_4742434 -            652         0 1104.4  22.8   1   2  2.8e-170  1.7e-166  564.8   2.1    32   640    45   875    12   914 0.89 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 msaprobs_alignment_4742434 -            652         0 1104.4  22.8   2   2  4.7e-167  2.8e-163  554.2   2.0    12   639  1214  2278  1205  2300 0.88 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_043656733.1       -           1614 msaprobs_alignment_4742434 -            652  2.2e-259  871.7   0.8   1   1  2.6e-262  1.6e-258  868.9   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_043656735.1       -           1614 msaprobs_alignment_4742434 -            652  2.2e-259  871.7   0.8   1   1  2.6e-262  1.6e-258  868.9   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_039495856.1       -           1614 msaprobs_alignment_4742434 -            652  2.8e-259  871.4   1.5   1   1  2.2e-262  1.4e-258  869.1   0.1    10   640   410  1394   406  1451 0.96 chitin synthase chs-2 isoform X2 [Drosophila santomea]
XP_033162000.1       -           1614 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X3 [Drosophila mauritiana]
XP_032576208.1       -           1614 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X3 [Drosophila sechellia]
XP_033161995.1       -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161996.1       -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161997.1       -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161998.1       -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_032576205.1       -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila sechellia]
XP_032576206.1       -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila sechellia]
NP_524233.1          -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 krotzkopf verkehrt, isoform A [Drosophila melanogaster]
NP_996152.1          -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 krotzkopf verkehrt, isoform C [Drosophila melanogaster]
XP_016033301.1       -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila simulans]
XP_016033303.1       -           1615 msaprobs_alignment_4742434 -            652  4.2e-259  870.8   1.6   1   1  3.2e-262  1.9e-258  868.6   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila simulans]
XP_016033302.1       -           1614 msaprobs_alignment_4742434 -            652  4.3e-259  870.8   1.6   1   1  3.5e-262  2.1e-258  868.5   0.1    10   640   410  1390   407  1442 0.96 chitin synthase chs-2 isoform X3 [Drosophila simulans]
XP_015047134.1       -           1614 msaprobs_alignment_4742434 -            652  4.5e-259  870.7   2.1   1   1  2.4e-262  1.5e-258  869.0   0.1    10   640   410  1391   405  1443 0.96 chitin synthase chs-2 isoform X1 [Drosophila yakuba]
