NC_004354.4	RefSeq	gene	122493	122706	.	+	.	gene_id "Dmel_CR40469"; transcript_id ""; cyt_map "1A1-1A1"; db_xref "FLYBASE:FBgn0058469"; db_xref "GeneID:5740321"; description "long non-coding RNA:CR40469"; gbkey "Gene"; gen_map "1-0 cM"; gene "lncRNA:CR40469"; gene_biotype "lncRNA"; gene_synonym "CR40469"; gene_synonym "Dmel\CR40469"; locus_tag "Dmel_CR40469"; 
NC_004354.4	RefSeq	transcript	122493	122706	.	+	.	gene_id "Dmel_CR40469"; transcript_id "NR_003723.2"; db_xref "FLYBASE:FBtr0307364"; db_xref "GeneID:5740321"; gbkey "ncRNA"; gene "lncRNA:CR40469"; locus_tag "Dmel_CR40469"; note "putative non-coding RNA; lncRNA:CR40469-RA; Dmel\lncRNA:CR40469-RA; CR40469-RA; Dmel\CR40469-RA"; orig_transcript_id "gnl|FlyBase|CR40469-RA"; product "long non-coding RNA:CR40469"; transcript_biotype "lnc_RNA"; 
NC_004354.4	RefSeq	exon	122493	122706	.	+	.	gene_id "Dmel_CR40469"; transcript_id "NR_003723.2"; db_xref "FLYBASE:FBtr0307364"; db_xref "GeneID:5740321"; gene "lncRNA:CR40469"; locus_tag "Dmel_CR40469"; note "putative non-coding RNA; lncRNA:CR40469-RA; Dmel\lncRNA:CR40469-RA; CR40469-RA; Dmel\CR40469-RA"; orig_transcript_id "gnl|FlyBase|CR40469-RA"; product "long non-coding RNA:CR40469"; transcript_biotype "lnc_RNA"; exon_number "1"; 
NC_004354.4	RefSeq	gene	124370	126714	.	-	.	gene_id "Dmel_CG17636"; transcript_id ""; cyt_map "1A1-1A1"; db_xref "FLYBASE:FBgn0025837"; db_xref "GeneID:5740847"; gbkey "Gene"; gen_map "1-0 cM"; gene "CG17636"; gene_biotype "protein_coding"; gene_synonym "Dmel\CG17636"; gene_synonym "EG:23E12.1"; locus_tag "Dmel_CG17636"; 
NC_004354.4	RefSeq	transcript	124370	126714	.	-	.	gene_id "Dmel_CG17636"; transcript_id "NM_001103384.3"; db_xref "FLYBASE:FBtr0112921"; db_xref "GeneID:5740847"; gbkey "mRNA"; gene "CG17636"; locus_tag "Dmel_CG17636"; note "CG17636-RA; Dmel\CG17636-RA"; orig_protein_id "gnl|FlyBase|CG17636-PA|gb|ABW09315"; orig_transcript_id "gnl|FlyBase|CG17636-RA"; product "uncharacterized protein, transcript variant A"; transcript_biotype "mRNA"; 
NC_004354.4	RefSeq	exon	126626	126714	.	-	.	gene_id "Dmel_CG17636"; transcript_id "NM_001103384.3"; db_xref "FLYBASE:FBtr0112921"; db_xref "GeneID:5740847"; gene "CG17636"; locus_tag "Dmel_CG17636"; note "CG17636-RA; Dmel\CG17636-RA"; orig_protein_id "gnl|FlyBase|CG17636-PA|gb|ABW09315"; orig_transcript_id "gnl|FlyBase|CG17636-RA"; product "uncharacterized protein, transcript variant A"; transcript_biotype "mRNA"; exon_number "1"; 
NC_004354.4	RefSeq	exon	125495	126259	.	-	.	gene_id "Dmel_CG17636"; transcript_id "NM_001103384.3"; db_xref "FLYBASE:FBtr0112921"; db_xref "GeneID:5740847"; gene "CG17636"; locus_tag "Dmel_CG17636"; note "CG17636-RA; Dmel\CG17636-RA"; orig_protein_id "gnl|FlyBase|CG17636-PA|gb|ABW09315"; orig_transcript_id "gnl|FlyBase|CG17636-RA"; product "uncharacterized protein, transcript variant A"; transcript_biotype "mRNA"; exon_number "2"; 
NC_004354.4	RefSeq	exon	124370	125409	.	-	.	gene_id "Dmel_CG17636"; transcript_id "NM_001103384.3"; db_xref "FLYBASE:FBtr0112921"; db_xref "GeneID:5740847"; gene "CG17636"; locus_tag "Dmel_CG17636"; note "CG17636-RA; Dmel\CG17636-RA"; orig_protein_id "gnl|FlyBase|CG17636-PA|gb|ABW09315"; orig_transcript_id "gnl|FlyBase|CG17636-RA"; product "uncharacterized protein, transcript variant A"; transcript_biotype "mRNA"; exon_number "3"; 
NC_004354.4	RefSeq	CDS	126626	126630	.	-	0	gene_id "Dmel_CG17636"; transcript_id "NM_001103384.3"; db_xref "FLYBASE:FBpp0111834"; db_xref "GeneID:5740847"; gbkey "CDS"; gene "CG17636"; locus_tag "Dmel_CG17636"; orig_transcript_id "gnl|FlyBase|CG17636-RA"; product "uncharacterized protein, isoform A"; protein_id "NP_001096854.1"; exon_number "1"; 
NC_004354.4	RefSeq	CDS	125495	126259	.	-	1	gene_id "Dmel_CG17636"; transcript_id "NM_001103384.3"; db_xref "FLYBASE:FBpp0111834"; db_xref "GeneID:5740847"; gbkey "CDS"; gene "CG17636"; locus_tag "Dmel_CG17636"; orig_transcript_id "gnl|FlyBase|CG17636-RA"; product "uncharacterized protein, isoform A"; protein_id "NP_001096854.1"; exon_number "2"; 
